Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ImageURL,OnView,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
"Kyle Residence, Houston, Texas, Section",Joel Sanders,7566,"(American, born 1956)",(American),(1956),(0),(male),1995,"Cut-and-pasted paper, cut-and-pasted pressure sensitive synthetic polymer sheets, and ink on drafting film over photo-electrostatic print","10 5/8 x 29 9/16"" (26.9 x 75.1 cm)",Gift of the Peter Norton Family Foundation,479.1997.1,Architecture,Architecture & Design,1997-10-17,N,676,,,,,,,26.9,,,75.1,,
"Kyle Residence, Houston, Texas - Section",Joel Sanders,7566,"(American, born 1956)",(American),(1956),(0),(male),1995,"Cut-and-pasted paper, cut-and-pasted pressure sensitive synthetic polymer sheets, and ink on drafting film over photo-electrostatic print","10 5/8 x 29 9/16"" (27 x 75.1 cm)",Gift of the Peter Norton Family Foundation,479.1997.2,Architecture,Architecture & Design,1997-10-17,Y,678,https://www.moma.org/collection/works/678,https://www.moma.org/media/W1siZiIsIjI2Njk3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fb020a1ab30bba73,,,,,26.9876,,,75.0889,,
"Kyle Residence, Houston, Texas, Plan and perspective",Joel Sanders,7566,"(American, born 1956)",(American),(1956),(0),(male),1995,"Cut-and-pasted paper, cut-and-pasted pressure sensitive synthetic polymer sheets, and ink on drafting film over photo-electrostatic print","23 x 24"" (58.4 x 61 cm)",Gift of the Peter Norton Family Foundation,275.1999,Architecture,Architecture & Design,1999-06-30,Y,302,https://www.moma.org/collection/works/302,https://www.moma.org/media/W1siZiIsIjUyODUzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=af3a7e6396698f41,,,,,58.4,,,61.0,,
"Kyle Residence, Houston, Texas, Plan",Joel Sanders,7566,"(American, born 1956)",(American),(1956),(0),(male),1995,"Cut-and-pasted paper, cut-and-pasted pressure sensitive synthetic polymer sheets, and ink on drafting film over photo-electrostatic print","11 x 12"" (28 x 30.5 cm)",Gift of the Peter Norton Family Foundation,276.1999,Architecture,Architecture & Design,1999-06-30,Y,303,https://www.moma.org/collection/works/303,https://www.moma.org/media/W1siZiIsIjUyODUzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d21de4b0be284110,,,,,28.0,,,30.5,,
"Plug-in University Node, project (Elevation)",Peter Cook,6950,"(British, born 1936)",(British),(1936),(0),(male),1965,Watercolor on photolithograph,"26 1/8 x 34 1/2"" (66.4 x 87.6 cm)",Gift of The Howard Gilman Foundation,1187.2000,Architecture,Architecture & Design,2000-10-31,Y,798,https://www.moma.org/collection/works/798,https://www.moma.org/media/W1siZiIsIjUzMDA4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b47c9019a0b3fa29,,,4.8,,83.2,,,103.5,,
"Plug-in City: Maximum Pressure Area, project (Section)",Peter Cook,6950,"(British, born 1936)",(British),(1936),(0),(male),1964,Ink and gouache on photomechanical print,"32 7/8 x 57 11/16"" (83.5 x 146.5 cm)",Gift of The Howard Gilman Foundation,1186.2000,Architecture,Architecture & Design,2000-10-31,Y,797,https://www.moma.org/collection/works/797,https://www.moma.org/media/W1siZiIsIjUzMDA3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=785825ab24d898db,,,3.8,,94.6,,,156.8,,
"Walking City on the Ocean, project (Exterior perspective)",Ron Herron,8113,"(British, 1930–1994)",(British),(1930),(1994),(male),1966,Cut-and-pasted printed and photographic papers and graphite covered with polymer sheet,"11 1/2 x 17"" (29.2 x 43.2 cm)
",Gift of The Howard Gilman Foundation,1203.2000,Architecture,Architecture & Design,2000-10-31,Y,814,https://www.moma.org/collection/works/814,https://www.moma.org/media/W1siZiIsIjUzMDExMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1f3fd9fe70c81120,,,,,29.2,,,43.2,,
"Bank and Office Building, project, Stuttgart, Germany, Perspective, elevations and axonometrics of Hindenburgplatz",Ernst Stahl,26134,"(German, 1882–1957)",(German),(1882),(1957),(male),1928,"Colored ink, black ink, metallic ink, graphite with cut and pasted painted silver-gelatin photographs and cut and pasted painted papers","39 15/16 x 50"" (101.5 x 127 cm)",Mies van der Rohe Archive Purchase,99.2003,Architecture,Architecture & Design,2003-05-13,N,88148,,,,,,,101.5,,,127.0,,
"Bank and Office Building, project, Stuttgart, Germany, Perspective and site plan of Hindenburgplatz","Wetzel, Schuhmacher","26132, 26133",,() (),(0) (0),(0) (0),() (),1928,".1: Silver-gelatin photograph with graphite, ink, cut and pasted papers .2: Ink, graphite and crayon","29 15/16 x 39 15/16"" (76 x 101.5 cm)",Mies van der Rohe Archive Purchase,101.2003.1-2,Architecture,Architecture & Design,2003-05-13,N,88146,,,,,,,76.0,,,101.5,,
"Bank and Office Building, project, Stuttgart, Germany, Perspectives, propsals for neon signs",Alfred Fischer,26130,"(German, 1881–1950)",(German),(1881),(1950),(male),1928,"Silver-gelatin photograph with gouache, ink, graphite, colored ink with cut and pasted painted silver-gelatin photo","22 1/16 x 28 1/8"" (56 x 71.5 cm)",Mies van der Rohe Archive Purchase,81.2003,Architecture,Architecture & Design,2003-05-13,Y,88142,https://www.moma.org/collection/works/88142,https://www.moma.org/media/W1siZiIsIjE3NTE0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=114744d45af9c4c2,,,,,56.0,,,71.5,,
"Bank and Office Building, project, Stuttgart, Germany, Perspective",Adolf Abel,26129,"(German, born France. 1882–1968)",(German),(1882),(1968),(male),1928,"Silver-gelatin photograph, ink and graphite","14 x 18 1/8"" (35.5 x 46 cm)",Mies van der Rohe Archive Purchase,77.2003,Architecture,Architecture & Design,2003-05-13,Y,88140,https://www.moma.org/collection/works/88140,https://www.moma.org/media/W1siZiIsIjE3NTE0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3666291292d26e8d,,,,,35.5,,,46.0,,
"Bank and Office Building, project, Stuttgart, Germany, Model","G. Schleicher, Konstanty Gutschow","26125, 26126","(German, 1902–1978)",() (German),(0) (1902),(0) (1978),() (male),1928,Silver-gelatin photograph,"29 15/16 x 39 15/16"" (76 x 101.5 cm)",Mies van der Rohe Archive Purchase,94.2003,Architecture,Architecture & Design,2003-05-13,N,88136,,,,,,,76.0,,,101.5,,
"Bank and Office Building, project, Stuttgart, Germany, Perspective","G. Schleicher, Konstanty Gutschow","26125, 26126","(German, 1902–1978)",() (German),(0) (1902),(0) (1978),() (male),1928,"Silver-gelatin photograph, gouache, graphite, watercolor and color pencil","14 x 18 1/8"" (35.5 x 46 cm)",Mies van der Rohe Archive Purchase,93.2003,Architecture,Architecture & Design,2003-05-13,Y,88135,https://www.moma.org/collection/works/88135,https://www.moma.org/media/W1siZiIsIjE3NTE2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ace94e5e7b6ef09d,,,,,35.5,,,46.0,,
"Bank and Office Building, project, Stuttgart, Germany, Perspective","Paul Bonatz, Friedrich Eugen Scholer","26123, 26124","(German, 1877–1956) (German, 1874–1949)",(German) (German),(1877) (1874),(1956) (1949),(male) (male),1928,"Silver-gelatin photograph, color pencil and graphite","14 x 18 1/8"" (35.5 x 46 cm)",Mies van der Rohe Archive Purchase,79.2003,Architecture,Architecture & Design,2003-05-13,Y,88134,https://www.moma.org/collection/works/88134,https://www.moma.org/media/W1siZiIsIjE3NTE0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e55faff0c59b63de,,,,,35.5,,,46.0,,
"Bank and Office Building project, Stuttgart, Germany (Perspective view from Hindenburgplatz)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1928,Graphite and crayon on gelatin-silver photograph,"37 13/16 x 59 1/8"" (96 x 150.2 cm)","Mies van der Rohe Archive, Gift of Patricia Phelps de Cisneros",90.2003,Architecture,Architecture & Design,2003-05-13,Y,88055,https://www.moma.org/collection/works/88055,https://www.moma.org/media/W1siZiIsIjI2NDA3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e852c883ca066422,,,,,96.0439,,,150.1778,,
"Bank and Office Building, project, Stuttgart, Germany, Perspective",Adolf Gustav Friedrich Schneck,26128,"(German, 1883–1971)",(German),(1883),(1971),(male),1928,"Silver-gelatin photograph, gouache and graphite","14 x 18 1/8"" (35.5 x 46 cm)",Mies van der Rohe Archive Purchase,96.2003,Architecture,Architecture & Design,2003-05-13,Y,88139,https://www.moma.org/collection/works/88139,https://www.moma.org/media/W1siZiIsIjE3NTE2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1c4146fe63306a28,,,,,35.5,,,46.0,,
"Terrain, project",Lebbeus Woods,26299,"(American, 1940–2012)",(American),(1940),(2012),(male),1999,"Photocopy with felt-tipped marker, colored pencil and graphite on paper with sanding mounted to board","Each: 19 3/8 x 23 3/8"" (49.2 x 59.4 cm)",Craig Robins Purchase Fund,222.2003,Architecture,Architecture & Design,2003-10-02,Y,88851,https://www.moma.org/collection/works/88851,https://www.moma.org/media/W1siZiIsIjI2Mzg1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=142fbfdfc6d902c1,,,,,49.2126,,,59.3726,,
"Terrain, project",Lebbeus Woods,26299,"(American, 1940–2012)",(American),(1940),(2012),(male),1999,"Photocopy with felt-tipped marker, ink and colored pencil on paper with sanding mounted to board","Each: 19 3/8 x 23 3/8"" (49.2 x 59.4 cm)",Craig Robins Purchase Fund,224.2003,Architecture,Architecture & Design,2003-10-02,Y,88853,https://www.moma.org/collection/works/88853,https://www.moma.org/media/W1siZiIsIjI2Mzg1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=818a1fe3d10804ab,,,,,49.2126,,,59.3726,,
"Terrain, project",Lebbeus Woods,26299,"(American, 1940–2012)",(American),(1940),(2012),(male),1999,"Photocopy with felt-tipped marker, ink and colored pencil on paper with sanding mounted to board","Each: 19 3/8 x 23 3/8"" (49.2 x 59.4 cm)",Craig Robins Purchase Fund,223.2003,Architecture,Architecture & Design,2003-10-02,Y,88852,https://www.moma.org/collection/works/88852,https://www.moma.org/media/W1siZiIsIjI2Mzg1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4f8a2402b5ab2ef0,,,,,49.2126,,,59.3726,,
"Terrain, project",Lebbeus Woods,26299,"(American, 1940–2012)",(American),(1940),(2012),(male),1999,"Photocopy with felt-tipped marker, colored pencil and graphite on paper with sanding mounted to board","Each: 19 3/8 x 23 3/8"" (49.2 x 59.4 cm)",Craig Robins Purchase Fund,221.2003,Architecture,Architecture & Design,2003-10-02,Y,88850,https://www.moma.org/collection/works/88850,https://www.moma.org/media/W1siZiIsIjI2Mzg1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=392577321a7a68c9,,,,,49.2126,,,59.3726,,
"Terrain, project",Lebbeus Woods,26299,"(American, 1940–2012)",(American),(1940),(2012),(male),1999,"Photocopy with felt-tipped marker, ink and colored pencil on paper with sanding mounted to board","Each: 19 3/8 x 23 3/8"" (49.2 x 59.4 cm)",Gift of the A+D Circle,215.2003,Architecture,Architecture & Design,2003-10-02,Y,88500,https://www.moma.org/collection/works/88500,https://www.moma.org/media/W1siZiIsIjI2Mzg0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0a9d998f26c50d33,,,,,49.2126,,,59.3726,,
"Terrain, project",Lebbeus Woods,26299,"(American, 1940–2012)",(American),(1940),(2012),(male),1999,"Photocopy with felt-tipped marker, graphite and colored pencil on paper with sanding mounted to board","Each: 19 3/8 x 23 3/8"" (49.2 x 59.4 cm)",Gift of the A+D Circle,219.2003,Architecture,Architecture & Design,2003-10-02,Y,88848,https://www.moma.org/collection/works/88848,https://www.moma.org/media/W1siZiIsIjI2Mzg0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c08e3afabb0a6d31,,,,,49.2126,,,59.3726,,
"Terrain, project",Lebbeus Woods,26299,"(American, 1940–2012)",(American),(1940),(2012),(male),1999,"Photocopy with felt-tipped marker, ink and colored pencil on paper with sanding mounted to board","Each: 19 3/8 x 23 3/8"" (49.2 x 59.4 cm)",Gift of the A+D Circle,218.2003,Architecture,Architecture & Design,2003-10-02,Y,88847,https://www.moma.org/collection/works/88847,https://www.moma.org/media/W1siZiIsIjI2Mzg0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ada98f7b9258af9b,,,,,49.2126,,,59.3726,,
"Terrain, project",Lebbeus Woods,26299,"(American, 1940–2012)",(American),(1940),(2012),(male),1999,"Photocopyt with felt-tipped marker, ink and colored pencil on paper with sanding mounted to board","Each: 19 3/8 x 23 3/8"" (49.2 x 59.4 cm)",Gift of the A+D Circle,217.2003,Architecture,Architecture & Design,2003-10-02,Y,88846,https://www.moma.org/collection/works/88846,https://www.moma.org/media/W1siZiIsIjI2Mzg0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=de0278805b3c20df,,,,,49.2126,,,59.3726,,
"Terrain, project",Lebbeus Woods,26299,"(American, 1940–2012)",(American),(1940),(2012),(male),1999,"Photocopy with felt-tipped marker, ink and colored pencil on paper with sanding mounted to board","Each: 19 3/8 x 23 3/8"" (49.2 x 59.4 cm)",Gift of the A+D Circle,216.2003,Architecture,Architecture & Design,2003-10-02,Y,88845,https://www.moma.org/collection/works/88845,https://www.moma.org/media/W1siZiIsIjI2Mzg0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7bc1e0d5861daf62,,,,,49.2126,,,59.3726,,
Terrain Project,Lebbeus Woods,26299,"(American, 1940–2012)",(American),(1940),(2012),(male),1999,"Photocopy with felt-tipped marker, ink, colored pencil and cut and pasted printed paper with felt-tipped marker on paper with sanding mounted to board","Each: 19 3/8 x 23 3/8"" (49.2 x 59.4 cm)",Craig Robins Purchase Fund,220.2003,Architecture,Architecture & Design,2003-10-02,Y,88849,https://www.moma.org/collection/works/88849,https://www.moma.org/media/W1siZiIsIjcwMDg4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMTAyNHgxMDI0XHUwMDNlIl1d.jpg?sha=71403b7e9d3b728a,,,,,49.2126,,,59.3726,,
"Aktion Poliphile: Hypnerotomachia Ero/machia/hypniahouse, project, Wiesbaden, Germany, Site plan","Jesse Reiser, Nanako Umemoto, Reiser + Umemoto RUR Architecture PC","26361, 26362, 26363","(American, born 1958) (Japanese) (USA, est. 1986)",(American) (American) (American),(1958) (0) (1986),(0) (0) (0),(male) (female) (),1989,Cut and pasted photostat on photostat,"20 1/2 x 26 1/4"" (52.1 x 66.7 cm)",Mrs. Gianluigi Gabetti Purchase Fund,335.2004,Architecture,Architecture & Design,2004-04-22,Y,88998,https://www.moma.org/collection/works/88998,https://www.moma.org/media/W1siZiIsIjcxMDU1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMTAyNHgxMDI0XHUwMDNlIl1d.jpg?sha=c6318461587be464,,,,,52.0701,,,66.6751,,
"Aktion Poliphile: Hypnerotomachia Ero/machia/hypniahouse, project, Wiesbaden, Germany, Three plans: ground floor, second floor, third floor","Jesse Reiser, Nanako Umemoto","26361, 26362","(American, born 1958) (Japanese)",(American) (American),(1958) (0),(0) (0),(male) (female),1989,Pressure sensitive printed polymer sheet and pressure sensitive transfer type on photostat,"23 3/4 x 35 3/4"" (60.3 x 90.8 cm)",Suzanne Slesin Purchase Fund,337.2004,Architecture,Architecture & Design,2004-04-22,Y,88999,https://www.moma.org/collection/works/88999,https://www.moma.org/media/W1siZiIsIjcxMDU2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMTAyNHgxMDI0XHUwMDNlIl1d.jpg?sha=a5fce4950bad4831,,,,,60.3251,,,90.8052,,
"Aktion Poliphile: Hypnerotomachia Ero/machia/hypniahouse, project, Wiesbaden, Germany, So schauten kranke Geister die Natur","Jesse Reiser, Nanako Umemoto","26361, 26362","(American, born 1958) (Japanese)",(American) (American),(1958) (0),(0) (0),(male) (female),1989,Photostat,"20 3/4 x 31 3/4"" (52.7 x 80.6 cm)",Mrs. Gianluigi Gabetti Purchase Fund,336.2004,Architecture,Architecture & Design,2004-04-22,Y,89002,https://www.moma.org/collection/works/89002,https://www.moma.org/media/W1siZiIsIjcxMDU5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMTAyNHgxMDI0XHUwMDNlIl1d.jpg?sha=43be9cba0afd4329,,,,,52.7051,,,80.6452,,
City 47 Project,Laurids Ortner,7561,"(Austrian, born 1941)",(Austrian),(1941),(0),(male),1967,Cut-and-pasted silver gelatin photographs with graphite mounted on board,"23 1/2 x 39 3/8"" (59.7 x 100 cm)",Gift of Patricia Phelps de Cisneros and David Childs Purchase Fund,484.2004,Architecture,Architecture & Design,2004-10-14,Y,91897,https://www.moma.org/collection/works/91897,https://www.moma.org/media/W1siZiIsIjI0NTEyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8f1e503b327e3119,,,,,59.6901,,,100.0,,
"Palmtree Island (Oasis) Project, New York, New York, Perspective","Haus-Rucker-Co, Laurids Ortner, Manfred Ortner, Günter Zamp Kelp, Klaus Pinter","8412, 7561, 7562, 8413, 8414","(Austrian, est. 1967–1992) (Austrian, born 1941) (Austrian, born 1943) (Austrian, born 1941) (Austrian, born 1940)",(Austrian) (Austrian) (Austrian) (Austrian) (Austrian),(1967) (1941) (1943) (1941) (1940),(1992) (0) (0) (0) (0),() (male) (male) (male) (male),1971,Cut-and-pasted printed paper with gouache and graphite and cut-and-pasted painted paper on silver gelatin photograph on board,"19 3/4 x 29 5/8"" (50.2 x 75.2 cm)",Wendy Evans Joseph Purchase Fund,482.2004,Architecture,Architecture & Design,2004-10-14,Y,91898,https://www.moma.org/collection/works/91898,https://www.moma.org/media/W1siZiIsIjEwMDk3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=53cfcbb211ec9699,,,,,50.1651,,,75.2477,,
"Hospital, Venice 1962–65. Elevation",Le Corbusier (Charles-Édouard Jeanneret),3426,"(French, born Switzerland. 1887–1965)",(French),(1887),(1965),(male),1967,"Cut-and-pasted silver gelatin photograph and cut-and-pasted paper on paper with graphite, color pencil, ballpoint pen and ink stamp","17 3/4 x 214 1/2"" (45.1 x 544.8 cm)
Frame: 21 x 218 3/4"" (53.3 x 555.6 cm)","Don Goeman Purchase Fund, Phyllis Lambert Purchase Fund, and Michael Maharam Purchase Fund",483.2004,Architecture,Architecture & Design,2004-10-14,Y,93640,https://www.moma.org/collection/works/93640,https://www.moma.org/media/W1siZiIsIjI1NTg0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5e5ded4c5d15fe8d,,,,,45.0851,,,544.8311,,
"Paulistano Athletic Club Gymnasium, São Paulo, Brazil, Elevation",Paulo Mendes da Rocha,33388,"(Brazilian, 1928 – 2021)",(Brazilian),(1928),(2021),(male),1957,Photostat,"17 x 36 1/8"" (43.2 x 91.8 cm)",Gift of the architect and the Latin American and Caribbean Fund,2.2008,Architecture,Architecture & Design,2008-02-06,Y,113343,https://www.moma.org/collection/works/113343,,,,,,43.1801,,,91.7577,,
"Brazilian Museum of Sculpture, São Paulo, Brazil, Plan and section of auditorium",Paulo Mendes da Rocha,33388,"(Brazilian, 1928 – 2021)",(Brazilian),(1928),(2021),(male),1988,Photostat,"36 x 43"" (91.4 x 109.2 cm)",Gift of the architect and the Latin American and Caribbean Fund,12.2008,Architecture,Architecture & Design,2008-02-06,Y,113341,https://www.moma.org/collection/works/113341,,,,,,91.4402,,,109.2202,,
"Brazilian Museum of Sculpture, São Paulo, Brazil, Section C and D",Paulo Mendes da Rocha,33388,"(Brazilian, 1928 – 2021)",(Brazilian),(1928),(2021),(male),1988,Photostat,"36 x 43"" (91.4 x 109.2 cm)",Gift of the architect and the Latin American and Caribbean Fund,11.2008,Architecture,Architecture & Design,2008-02-06,Y,113340,https://www.moma.org/collection/works/113340,,,,,,91.4402,,,109.2202,,
"Brazilian Museum of Sculpture, São Paulo, Brazil, Section A and B",Paulo Mendes da Rocha,33388,"(Brazilian, 1928 – 2021)",(Brazilian),(1928),(2021),(male),1988,Photostat,"36 x 43"" (91.4 x 109.2 cm)",Gift of the architect and the Latin American and Caribbean Fund,10.2008,Architecture,Architecture & Design,2008-02-06,Y,113339,https://www.moma.org/collection/works/113339,,,,,,91.4402,,,109.2202,,
"Brazilian Museum of Sculpture, São Paulo, Brazil, Sub-floor plan",Paulo Mendes da Rocha,33388,"(Brazilian, 1928 – 2021)",(Brazilian),(1928),(2021),(male),1988,Photostat,"36 x 53 1/4"" (91.4 x 135.3 cm)",Gift of the architect and the Latin American and Caribbean Fund,13.2008,Architecture,Architecture & Design,2008-02-06,Y,111254,https://www.moma.org/collection/works/111254,,,,,,91.4402,,,135.2553,,
"Paulistano Athletic Club Gymnasium, São Paulo, Brazil, Plan",Paulo Mendes da Rocha,33388,"(Brazilian, 1928 – 2021)",(Brazilian),(1928),(2021),(male),1957,Photostat,"17 x 36 1/8"" (43.2 x 91.8 cm)",Gift of the architect and the Latin American and Caribbean Fund,1.2008,Architecture,Architecture & Design,2008-02-06,Y,111260,https://www.moma.org/collection/works/111260,,,,,,43.1801,,,91.7577,,
"Paulistano Athletic Club Gymnasium, São Paulo, Brazil, Perspective Sketch",Paulo Mendes da Rocha,33388,"(Brazilian, 1928 – 2021)",(Brazilian),(1928),(2021),(male),1957,Photostat,"11 5/8 x 8 1/4"" (29.5 x 21 cm)",Gift of the architect and the Latin American and Caribbean Fund,3.2008,Architecture,Architecture & Design,2008-02-06,Y,111259,https://www.moma.org/collection/works/111259,https://www.moma.org/media/W1siZiIsIjE3NTEzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4b37625fad43d97e,,,,,29.5276,,,20.955,,
"House in Catanduva, São Paulo, Brazil, project, Section BB, plan of garden and pool, Plan, Section AA, section from North to South",Paulo Mendes da Rocha,33388,"(Brazilian, 1928 – 2021)",(Brazilian),(1928),(2021),(male),1979,Photostat,"69 x 36"" (175.3 x 91.4 cm)",Gift of the architect and the Latin American and Caribbean Fund,7.2008,Architecture,Architecture & Design,2008-02-06,Y,111256,https://www.moma.org/collection/works/111256,,,,,,175.2604,,,91.4402,,
"Brazilian Museum of Sculpture, São Paulo, Brazil, floor plan",Paulo Mendes da Rocha,33388,"(Brazilian, 1928 – 2021)",(Brazilian),(1928),(2021),(male),1988,Photostat,"36 x 53 1/4"" (91.4 x 135.3 cm)",Gift of the architect and the Latin American and Caribbean Fund,9.2008,Architecture,Architecture & Design,2008-02-06,Y,113338,https://www.moma.org/collection/works/113338,,,,,,91.4402,,,135.2553,,
"Tower Stripped Bare by Time Even Project, New York, NY,","Frank Lupo, Daniel Rowen","36442, 36443","(American, born 1950) (American, 1953–2009)",(American) (American),(1950) (1953),(0) (2009),(male) (male),1984,Photo collage on paper,"40 x 30"" (101.6 x 76.2 cm)",Gift of the architects,72.2009,Architecture,Architecture & Design,2009-01-14,Y,125760,https://www.moma.org/collection/works/125760,,,,,,101.6002032004,,,76.2001524003,,
Stairway to Heaven,Didier Faustino,41635,"(French, born Portugal, 1968)",(French),(1968),(0),(male),2002,"model, print, and photograph",various,Gift of the artist and Galerie Michel Rein,917.2012.1-3,Architecture,Architecture & Design,2012-06-07,N,162453,,,,,,,,,,,,
"SAAL S. Victor Social Housing, Porto, Portugal",Álvaro Siza,29732,"(Portuguese, born 1933)",(Portuguese),(1933),(0),(male),1974-1977,Photograph,"5 5/16 x 3 9/16"" (13.5 x 9 cm)",Architecture & Design Purchase Fund,961.2012,Architecture,Architecture & Design,2012-06-07,Y,161469,https://www.moma.org/collection/works/161469,https://www.moma.org/media/W1siZiIsIjI1NTg1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=593b2dc81a4754b4,,,,,13.5,,,9.0,,
Stairway to Heaven,Didier Faustino,41635,"(French, born Portugal, 1968)",(French),(1968),(0),(male),2002,Photograph,"29 5/8 x 22 1/8"" (75.2 x 56.2 cm)",Gift of the artist and Galerie Michel Rein,917.2012.3,Architecture,Architecture & Design,2012-06-07,N,160438,,,,,,,75.2476504953,,,56.1976123952,,
Double Happiness (Photograph of the installation at the Shenzhen-Hong Kong Bi-City Biennale of Urbanism and Architecture),Didier Faustino,41635,"(French, born Portugal, 1968)",(French),(1968),(0),(male),2009,Photograph on Baryta paper,"29 1/2 x 22 1/16"" (74.9 x 56 cm)",Architecture & Design Purchase Fund,918.2012.3,Architecture,Architecture & Design,2012-06-07,Y,159014,https://www.moma.org/collection/works/159014,https://www.moma.org/media/W1siZiIsIjI2MjczNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7b507efbc54aba21,,,,,74.9301498603,,,56.0388620777,,
Double Happiness (Installation at the Shenzhen-Hong Kong Bi-City Biennial of Urbanism and Architecture),Didier Faustino,41635,"(French, born Portugal, 1968)",(French),(1968),(0),(male),2009,"Model, print and photograph",,Purchase,918.2012.1-3,Architecture,Architecture & Design,2012-06-07,N,159002,,,,,,,,,,,,
Cantiere Barca (Boat Yard),raumlaborberlin,41718,,(),(0),(0),(),2011,"Film (dvd), drawing on paper, and three AP photographs",".1 dvd
.2 sheet, approx 31 x 46""
.3-7 each approx 16 1/2 x 23 1/2""",Purchase,816.2012.1-7,Architecture,Architecture & Design,2012-06-07,N,159833,,,,,,,,,,,,
