Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ImageURL,OnView,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
"Alila Yangshuo Hotel, Yangshuo, Guilin, Guangxi, China","Dong Gong, Shengliang Su","133075, 133410","(Chinese, born 1972) (Chinese)",(Chinese) (Chinese),(1972) (0),(0) (0),(male) (),2013–2017,Digital photograph,,Gift of Dong Gong / Vector Architects,295.2020.5,Architecture,Architecture & Design,2020-11-16,Y,416709,https://www.moma.org/collection/works/416709,https://www.moma.org/media/W1siZiIsIjQ5NjM2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f11b7ceb0cd1a9bc,,,,,,,,,,
"Alila Yangshuo Hotel, Yangshuo, Guilin, Guangxi, China","Dong Gong, Shengliang Su","133075, 133410","(Chinese, born 1972) (Chinese)",(Chinese) (Chinese),(1972) (0),(0) (0),(male) (),2013–2017,Digital photograph,,Gift of Dong Gong / Vector Architects,295.2020.4,Architecture,Architecture & Design,2020-11-16,Y,416708,https://www.moma.org/collection/works/416708,https://www.moma.org/media/W1siZiIsIjQ5NjM2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e6c7afcd1c84360f,,,,,,,,,,
"Alila Yangshuo Hotel, Yangshuo, Guilin, Guangxi, China","Dong Gong, Shengliang Su","133075, 133410","(Chinese, born 1972) (Chinese)",(Chinese) (Chinese),(1972) (0),(0) (0),(male) (),2013–2017,Digital photograph,,Gift of Dong Gong / Vector Architects,295.2020.2,Architecture,Architecture & Design,2020-11-16,Y,416707,https://www.moma.org/collection/works/416707,https://www.moma.org/media/W1siZiIsIjQ5NjM2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c1f01b86832cccfe,,,,,,,,,,
"Long Museum West Bund, Shanghai, China","Liu Yichun, Chen Yifeng, Tian Fangfang","133552, 133553, 133402","(Chinese, born 1969) (Chinese, born 1972)",(Chinese) (Chinese) (),(1969) (1972) (0),(0) (0) (0),(male) (male) (),2011–2014,Digital photographs,,Gift of the architects,263.2020.1-7,Architecture,Architecture & Design,2020-11-16,N,420628,,,,,,,,,,,,
"Angdong Hospital, Baojing, Hunan Province, China","Joshua Bolchover, John Lin","133571, 133572","(British, born 1974) (American, born Taiwan, 1975)",(British) (American),(1974) (1975),(0) (0),(male) (male),2011–2014,Digital photograph,,Gift of Rural Urban Framework (RUF),279.2020.2,Architecture,Architecture & Design,2020-11-16,Y,416219,https://www.moma.org/collection/works/416219,,,,,,,,,,,
"UCCA Dune Art Museum, Aranya, Hebei, China","Li Hu, Huang Wenjing, Wu Qingshan","133368, 133369, 74188","(Chinese, born 1973) (Chinese, born 1973) (Chinese)",(Chinese) (Chinese) (Chinese),(1973) (1973) (0),(0) (0) (0),(male) (female) (male),2015–2018,Digital photograph,,Gift of OPEN Architecture,277.2020.7,Architecture,Architecture & Design,2020-11-16,Y,416211,https://www.moma.org/collection/works/416211,https://www.moma.org/media/W1siZiIsIjQ5NjM1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=36307aa23ae2b841,,,,,,,,,,
"UCCA Dune Art Museum, Aranya, Hebei, China","Li Hu, Huang Wenjing, Wu Qingshan","133368, 133369, 74188","(Chinese, born 1973) (Chinese, born 1973) (Chinese)",(Chinese) (Chinese) (Chinese),(1973) (1973) (0),(0) (0) (0),(male) (female) (male),2015–2018,Digital photograph,,Gift of OPEN Architecture,277.2020.10,Architecture,Architecture & Design,2020-11-16,Y,416214,https://www.moma.org/collection/works/416214,https://www.moma.org/media/W1siZiIsIjQ5NjM0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8b2508b78cc6a45e,,,,,,,,,,
"Brown Sugar Factory, Zhangxi Village, Songyang, China","Wang Ziling, Xu Tiantian","74187, 133557","(Chinese) (Chinese, born 1975)",(Chinese) (Chinese),(0) (1975),(0) (0),(male) (male),2015–2016,Photograph,,Gift of the architect,267.2020.3,Architecture,Architecture & Design,2020-11-16,Y,416176,https://www.moma.org/collection/works/416176,,,,,,,,,,,
"Brown Sugar Factory, Zhangxi Village, Songyang, China,","Wang Ziling, Xu Tiantian","74187, 133557","(Chinese) (Chinese, born 1975)",(Chinese) (Chinese),(0) (1975),(0) (0),(male) (male),2015–2016,Photograph,,Gift of the architect,267.2020.2,Architecture,Architecture & Design,2020-11-16,Y,416175,https://www.moma.org/collection/works/416175,,,,,,,,,,,
"Brown Sugar Factory, Zhangxi Village, Songyang, China","Han Dan, Xu Tiantian","133546, 133557","(Chinese) (Chinese, born 1975)",(Chinese) (Chinese),(0) (1975),(0) (0),() (male),2015–2016,Photograph,,Gift of the architect,267.2020.1,Architecture,Architecture & Design,2020-11-16,Y,416174,https://www.moma.org/collection/works/416174,,,,,,,,,,,
"Bamboo Theater, HengKeng Village, Songyang, China","Xiaodong Jiang, Xu Tiantian","133547, 133557","(Chinese) (Chinese, born 1975)",(Chinese) (Chinese),(0) (1975),(0) (0),() (male),2015,Photograph,,Gift of the architect,264.2020.4,Architecture,Architecture & Design,2020-11-16,Y,416170,https://www.moma.org/collection/works/416170,https://www.moma.org/media/W1siZiIsIjUwMDgyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8e96138f1c66e475,,,,,,,,,,
"Bamboo Theater, HengKeng Village, Songyang, China","Wang Ziling, Xu Tiantian","74187, 133557","(Chinese) (Chinese, born 1975)",(Chinese) (Chinese),(0) (1975),(0) (0),(male) (male),2015,Photograph,,Gift of the architect,264.2020.3,Architecture,Architecture & Design,2020-11-16,Y,416169,https://www.moma.org/collection/works/416169,https://www.moma.org/media/W1siZiIsIjUwMDgyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=13fae678f27642f0,,,,,,,,,,
"Bamboo Theater, HengKeng Village, Songyang, China","Wang Ziling, Xu Tiantian","74187, 133557","(Chinese) (Chinese, born 1975)",(Chinese) (Chinese),(0) (1975),(0) (0),(male) (male),2015,Photograph,,Gift of the architect,264.2020.2,Architecture,Architecture & Design,2020-11-16,Y,416168,https://www.moma.org/collection/works/416168,https://www.moma.org/media/W1siZiIsIjUwMDgyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d72ade7ba88ffe09,,,,,,,,,,
"Brown Sugar Factory, Zhangxi Village, Songyang, China","Wang Ziling, Xu Tiantian","74187, 133557","(Chinese) (Chinese, born 1975)",(Chinese) (Chinese),(0) (1975),(0) (0),(male) (male),2015–2016,Photograph,,Gift of the architect,267.2020.4,Architecture,Architecture & Design,2020-11-16,Y,416177,https://www.moma.org/collection/works/416177,,,,,,,,,,,
"Long Museum West Bund, Shanghai, China","Liu Yichun, Chen Yifeng, Hao Chen","133552, 133553, 133411","(Chinese, born 1969) (Chinese, born 1972)",(Chinese) (Chinese) (Chinese),(1969) (1972) (0),(0) (0) (0),(male) (male) (),2011–2014,Digital photograph,,Gift of the architects,263.2020.7,Architecture,Architecture & Design,2020-11-16,Y,416167,https://www.moma.org/collection/works/416167,https://www.moma.org/media/W1siZiIsIjQ5OTA5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f5eb320d3ed111be,,,,,,,,,,
"Long Museum West Bund, Shanghai, China","Liu Yichun, Chen Yifeng, Shengliang Su","133552, 133553, 133410","(Chinese, born 1969) (Chinese, born 1972) (Chinese)",(Chinese) (Chinese) (Chinese),(1969) (1972) (0),(0) (0) (0),(male) (male) (),2011–2014,Digital photograph,,Gift of the architects,263.2020.5,Architecture,Architecture & Design,2020-11-16,Y,416165,https://www.moma.org/collection/works/416165,https://www.moma.org/media/W1siZiIsIjQ5OTA5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c8f751ee63ee3606,,,,,,,,,,
"Long Museum West Bund, Shanghai, China","Liu Yichun, Chen Yifeng, Shengliang Su","133552, 133553, 133410","(Chinese, born 1969) (Chinese, born 1972) (Chinese)",(Chinese) (Chinese) (Chinese),(1969) (1972) (0),(0) (0) (0),(male) (male) (),2011–2014,Digital photograph,,Gift of the architects,263.2020.4,Architecture,Architecture & Design,2020-11-16,Y,416164,https://www.moma.org/collection/works/416164,https://www.moma.org/media/W1siZiIsIjQ5OTA5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7019d99c76ae47ea,,,,,,,,,,
"Long Museum West Bund, Shanghai, China","Tian Fangfang, Liu Yichun, Chen Yifeng","133402, 133552, 133553","(Chinese, born 1969) (Chinese, born 1972)",() (Chinese) (Chinese),(0) (1969) (1972),(0) (0) (0),() (male) (male),2011–2014,Digital photograph,,Gift of the architects,263.2020.2,Architecture,Architecture & Design,2020-11-16,Y,416162,https://www.moma.org/collection/works/416162,https://www.moma.org/media/W1siZiIsIjQ5OTA5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c324b5920241e2bf,,,,,,,,,,
"Long Museum West Bund, Shanghai, China","Liu Yichun, Chen Yifeng, Tian Fangfang","133552, 133553, 133402","(Chinese, born 1969) (Chinese, born 1972)",(Chinese) (Chinese) (),(1969) (1972) (0),(0) (0) (0),(male) (male) (),2011–2014,Digital photograph,,Gift of the architects,263.2020.1,Architecture,Architecture & Design,2020-11-16,Y,416161,https://www.moma.org/collection/works/416161,https://www.moma.org/media/W1siZiIsIjQ5OTA5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ba783a41e3017111,,,,,,,,,,
"Bamboo Theater, HengKeng Village, Songyang, China","Han Dan, Xu Tiantian","133546, 133557","(Chinese) (Chinese, born 1975)",(Chinese) (Chinese),(0) (1975),(0) (0),() (male),2015,Photograph,,Gift of the architect,264.2020.1,Architecture,Architecture & Design,2020-11-16,Y,416124,https://www.moma.org/collection/works/416124,,,,,,,,,,,
"Angdong Hospital, Baojing, Hunan Province, China","Joshua Bolchover, John Lin","133571, 133572","(British, born 1974) (American, born Taiwan, 1975)",(British) (American),(1974) (1975),(0) (0),(male) (male),2011–2014,Digital photograph,,Gift of Rural Urban Framework (RUF),279.2020.1,Architecture,Architecture & Design,2020-11-16,Y,416218,https://www.moma.org/collection/works/416218,,,,,,,,,,,
"Long Museum West Bund, Shanghai, China","Liu Yichun, Chen Yifeng, Shengliang Su","133552, 133553, 133410","(Chinese, born 1969) (Chinese, born 1972) (Chinese)",(Chinese) (Chinese) (Chinese),(1969) (1972) (0),(0) (0) (0),(male) (male) (),2011–2014,Digital photograph,,Gift of the architects,263.2020.6,Architecture,Architecture & Design,2020-11-16,Y,416166,https://www.moma.org/collection/works/416166,https://www.moma.org/media/W1siZiIsIjQ5OTA5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a865ebdddfd46fc1,,,,,,,,,,
"Brown Sugar Factory, Zhangxi Village, Songyang, China","Wang Ziling, Xu Tiantian","74187, 133557","(Chinese) (Chinese, born 1975)",(Chinese) (Chinese),(0) (1975),(0) (0),(male) (male),2015–2016,Photograph,,Gift of the architect,267.2020.5,Architecture,Architecture & Design,2020-11-16,Y,416178,https://www.moma.org/collection/works/416178,,,,,,,,,,,
"Long Museum West Bund, Shanghai, China","Liu Yichun, Chen Yifeng, Shengliang Su","133552, 133553, 133410","(Chinese, born 1969) (Chinese, born 1972) (Chinese)",(Chinese) (Chinese) (Chinese),(1969) (1972) (0),(0) (0) (0),(male) (male) (),2011–2014,Digital photograph,,Gift of the architects,263.2020.3,Architecture,Architecture & Design,2020-11-16,Y,416163,https://www.moma.org/collection/works/416163,https://www.moma.org/media/W1siZiIsIjQ5OTA5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5b6699e4b1f172b0,,,,,,,,,,
"Brown Sugar Factory, Zhangxi Village, Songyang, China","Wang Ziling, Xu Tiantian","74187, 133557","(Chinese) (Chinese, born 1975)",(Chinese) (Chinese),(0) (1975),(0) (0),(male) (male),2015–2016,Photograph,,Gift of the architect,267.2020.7,Architecture,Architecture & Design,2020-11-16,Y,416180,https://www.moma.org/collection/works/416180,,,,,,,,,,,
"Brown Sugar Factory, Zhangxi Village, Songyang, China","Wang Ziling, Xu Tiantian","74187, 133557","(Chinese) (Chinese, born 1975)",(Chinese) (Chinese),(0) (1975),(0) (0),(male) (male),2015–2016,Photograph,,Gift of the architect,267.2020.6,Architecture,Architecture & Design,2020-11-16,Y,416179,https://www.moma.org/collection/works/416179,,,,,,,,,,,
"UCCA Dune Art Museum, Aranya, Hebei, China","Li Hu, Huang Wenjing, Ni Nan","133368, 133369, 133403","(Chinese, born 1973) (Chinese, born 1973)",(Chinese) (Chinese) (),(1973) (1973) (0),(0) (0) (0),(male) (female) (),2015–2018,Digital photograph,,Gift of OPEN Architecture,277.2020.9,Architecture,Architecture & Design,2020-11-16,Y,416213,https://www.moma.org/collection/works/416213,https://www.moma.org/media/W1siZiIsIjQ5NjM1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7ec7b51e7b4dfa2f,,,,,,,,,,
"UCCA Dune Art Museum, Aranya, Hebei, China","Li Hu, Huang Wenjing, Tian Fangfang","133368, 133369, 133402","(Chinese, born 1973) (Chinese, born 1973)",(Chinese) (Chinese) (),(1973) (1973) (0),(0) (0) (0),(male) (female) (),2015–2018,Digital photograph,,Gift of OPEN Architecture,277.2020.8,Architecture,Architecture & Design,2020-11-16,Y,416212,https://www.moma.org/collection/works/416212,https://www.moma.org/media/W1siZiIsIjQ5NjM1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a2e0f94ba3f23a3f,,,,,,,,,,
"UCCA Dune Art Museum, Aranya, Hebei, China","Li Hu, Wu Qingshan, Huang Wenjing","133368, 74188, 133369","(Chinese, born 1973) (Chinese) (Chinese, born 1973)",(Chinese) (Chinese) (Chinese),(1973) (0) (1973),(0) (0) (0),(male) (male) (female),2015–2018,Digital photograph,,Gift of OPEN Architecture,277.2020.6,Architecture,Architecture & Design,2020-11-16,Y,416210,https://www.moma.org/collection/works/416210,https://www.moma.org/media/W1siZiIsIjQ5NjM1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=dd258322dd17a305,,,,,,,,,,
"UCCA Dune Art Museum, Aranya, Hebei, China","Li Hu, Huang Wenjing, Zaiye Studio","133368, 133369, 133401","(Chinese, born 1973) (Chinese, born 1973)",(Chinese) (Chinese) (),(1973) (1973) (0),(0) (0) (0),(male) (female) (),2015–2018,Digital photograph,,Gift of OPEN Architecture,277.2020.4,Architecture,Architecture & Design,2020-11-16,Y,416208,https://www.moma.org/collection/works/416208,https://www.moma.org/media/W1siZiIsIjQ5NjM1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8b7a3009532603e3,,,,,,,,,,
"UCCA Dune Art Museum, Aranya, Hebei, China","Li Hu, Huang Wenjing, Wu Qingshan","133368, 133369, 74188","(Chinese, born 1973) (Chinese, born 1973) (Chinese)",(Chinese) (Chinese) (Chinese),(1973) (1973) (0),(0) (0) (0),(male) (female) (male),2015–2018,Digital photograph,,Gift of OPEN Architecture,277.2020.3,Architecture,Architecture & Design,2020-11-16,Y,416207,https://www.moma.org/collection/works/416207,https://www.moma.org/media/W1siZiIsIjQ5NjM1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7196a143a2d5d558,,,,,,,,,,
"UCCA Dune Art Museum, Aranya, Hebei, China","Li Hu, Huang Wenjing","133368, 133369","(Chinese, born 1973) (Chinese, born 1973)",(Chinese) (Chinese),(1973) (1973),(0) (0),(male) (female),2015–2018,Digital photograph,,Gift of OPEN Architecture,277.2020.2,Architecture,Architecture & Design,2020-11-16,Y,416206,https://www.moma.org/collection/works/416206,https://www.moma.org/media/W1siZiIsIjQ5NjUyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=82a0adbb3ef212aa,,,,,,,,,,
"UCCA Dune Art Museum, Aranya, Hebei, China","Li Hu, Huang Wenjing, Wu Qingshan","133368, 133369, 74188","(Chinese, born 1973) (Chinese, born 1973) (Chinese)",(Chinese) (Chinese) (Chinese),(1973) (1973) (0),(0) (0) (0),(male) (female) (male),2015–2018,Digital photograph,,Gift of OPEN Architecture,277.2020.5,Architecture,Architecture & Design,2020-11-16,Y,416209,https://www.moma.org/collection/works/416209,https://www.moma.org/media/W1siZiIsIjQ5NjM1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=afe71cf610800a40,,,,,,,,,,
"Hakka Indenture Museum,Shicang Village, Songyang, China,","Wang Ziling, Xu Tiantian","74187, 133557","(Chinese) (Chinese, born 1975)",(Chinese) (Chinese),(0) (1975),(0) (0),(male) (male),2017,Photograph,,Gift of the architect,270.2020.6,Architecture,Architecture & Design,2020-11-16,Y,416190,https://www.moma.org/collection/works/416190,,,,,,,,,,,
"Hakka Indenture Museum,Shicang Village, Songyang, China,","Wang Ziling, Xu Tiantian","74187, 133557","(Chinese) (Chinese, born 1975)",(Chinese) (Chinese),(0) (1975),(0) (0),(male) (male),2017,Photograph,,Gift of the architect,270.2020.5,Architecture,Architecture & Design,2020-11-16,Y,416189,https://www.moma.org/collection/works/416189,,,,,,,,,,,
"Hakka Indenture Museum,Shicang Village, Songyang, China,","Wang Ziling, Xu Tiantian","74187, 133557","(Chinese) (Chinese, born 1975)",(Chinese) (Chinese),(0) (1975),(0) (0),(male) (male),2017,Photograph,,Gift of the architect,270.2020.4,Architecture,Architecture & Design,2020-11-16,Y,416188,https://www.moma.org/collection/works/416188,,,,,,,,,,,
"Hakka Indenture Museum,Shicang Village, Songyang, China,",Xu Tiantian,133557,"(Chinese, born 1975)",(Chinese),(1975),(0),(male),2017,Photograph,,Gift of the architect,270.2020.3,Architecture,Architecture & Design,2020-11-16,Y,416187,https://www.moma.org/collection/works/416187,,,,,,,,,,,
"Hakka Indenture Museum,Shicang Village, Songyang, China","Wang Ziling, Xu Tiantian","74187, 133557","(Chinese) (Chinese, born 1975)",(Chinese) (Chinese),(0) (1975),(0) (0),(male) (male),2017,Photograph,,Gift of the architect,270.2020.2,Architecture,Architecture & Design,2020-11-16,Y,416186,https://www.moma.org/collection/works/416186,,,,,,,,,,,
"Hakka Indenture Museum,Shicang Village, Songyang, China,","Han Dan, Xu Tiantian","133546, 133557","(Chinese) (Chinese, born 1975)",(Chinese) (Chinese),(0) (1975),(0) (0),() (male),2017,Photograph,,Gift of the architect,270.2020.1,Architecture,Architecture & Design,2020-11-16,Y,416185,https://www.moma.org/collection/works/416185,,,,,,,,,,,
"UCCA Dune Art Museum, Aranya, Hebei, China","Zaiye Studio, Li Hu, Huang Wenjing","133401, 133368, 133369","(Chinese, born 1973) (Chinese, born 1973)",() (Chinese) (Chinese),(0) (1973) (1973),(0) (0) (0),() (male) (female),2015–2018,Digital photograph,,Gift of OPEN Architecture,277.2020.1,Architecture,Architecture & Design,2020-11-16,Y,416205,https://www.moma.org/collection/works/416205,https://www.moma.org/media/W1siZiIsIjQ5NjM0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b889cc5124c24274,,,,,,,,,,
"Beehive – The Multistory Residential Amphitheatre, project (Schematic perspective)","Juraj Neidhardt, Franjo Neidhardt","49995, 74425","(Croatian, 1901 – 1979) (1907–1984)",(Croatian) (),(1901) (1907),(1979) (1984),(male) (),1967,"Pencil, ink, and cut and pasted papers and photographs","9 13/16 × 21 1/4"" (25 × 54 cm)",Committee on Architecture and Design Funds,137.2021,Architecture,Architecture & Design,2021-04-26,Y,422511,https://www.moma.org/collection/works/422511,https://www.moma.org/media/W1siZiIsIjUwNzQwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2016c94ce38ff18c,,,,,25.0,,,54.0,,
"National Assembly of Bosnia and Herzegovina, Sarajevo, phase 2","Juraj Neidhardt, Džemal Čelić, Enver Jahić, Boro Mileusnić, Zlatko Ugljen","49995, 50008, 50029, 50014, 50030","(Croatian, 1901 – 1979) (1922–1991) (Bosnian, born 1929)",(Croatian) () () () (Bosnian),(1901) (1922) (0) (0) (1929),(1979) (1991) (0) (0) (0),(male) () () () (male),1965–1979,Pencil and cut and pasted paper and photographs,"3 9/16 × 5 1/8"" (9 × 13 cm)",Committee on Architecture and Design Funds,136.2021,Architecture,Architecture & Design,2021-04-26,Y,422533,https://www.moma.org/collection/works/422533,https://www.moma.org/media/W1siZiIsIjUwNzQwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=abae20ee29e88c5a,,,,,9.0,,,13.0,,
"Art Pavilion project, Sarajevo, Bosnia and Herzegovina",Juraj Neidhardt,49995,"(Croatian, 1901 – 1979)",(Croatian),(1901),(1979),(male),1971,Cut and pasted paper and photographs,"5 7/8 × 8 1/4"" (15 × 21 cm)",Committee on Architecture and Design Funds,157.2021,Architecture,Architecture & Design,2021-04-26,Y,422525,https://www.moma.org/collection/works/422525,https://www.moma.org/media/W1siZiIsIjUwNzQyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=83e24b673ea92935,,,,,15.0,,,21.0,,
"Hanging Motel at the Miljacka River, Sarajevo, Bosnia and Herzegovina",Juraj Neidhardt,49995,"(Croatian, 1901 – 1979)",(Croatian),(1901),(1979),(male),1963–1964,Cut and pasted photo on paper,"5 7/8 × 8 1/4"" (15 × 21 cm)",Committee on Architecture and Design Funds,131.2021,Architecture,Architecture & Design,2021-04-26,Y,422505,https://www.moma.org/collection/works/422505,https://www.moma.org/media/W1siZiIsIjUwNzM5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7ae485ffb352966c,,,,,15.0,,,21.0,,
"Tourist Highway project, Bosnia and Herzegovina (Conceptual plan from the sea to the Sava River)",Juraj Neidhardt,49995,"(Croatian, 1901 – 1979)",(Croatian),(1901),(1979),(male),1972,"Pencil, ink, and cut and pasted photographs","14 3/16 × 6 11/16"" (36 × 17 cm)",Committee on Architecture and Design Funds,160.2021,Architecture,Architecture & Design,2021-04-26,Y,422506,https://www.moma.org/collection/works/422506,https://www.moma.org/media/W1siZiIsIjUwNzQyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ef3651dba296131a,,,,,36.0,,,17.0,,
"Socialist City Study, project",Juraj Neidhardt,49995,"(Croatian, 1901 – 1979)",(Croatian),(1901),(1979),(male),1969,"Pencil, cut and pasted papers, letratone, and photographs","14 15/16 × 14 3/16"" (38 × 36 cm)",Committee on Architecture and Design Funds,152.2021,Architecture,Architecture & Design,2021-04-26,Y,422513,https://www.moma.org/collection/works/422513,https://www.moma.org/media/W1siZiIsIjUwNzQzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f6ad7e1492775f63,,,,,38.0,,,36.0,,
Border Postcard: SD-TJ,"Estudio Teddy Cruz + Fonna Forman, Teddy Cruz, Fonna Forman","34153, 34147, 134598","(American, founded 2000) (American, born Guatemala 1962) (American, born 1968)",(American) (American) (American),(2000) (1962) (1968),(0) (0) (0),() (male) (female),2008,Photocollage,"49 × 97"" (124.5 × 246.4 cm)",Gift of James Garfinkel,726.2022,Architecture,Architecture & Design,2022-11-07,Y,437343,https://www.moma.org/collection/works/437343,,,,0.0,,124.4602489205,,,246.380492761,,
T3-14 (Tempe a Pailla),Eileen Gray,2313,"(Anglo-Irish, 1879–1976)",(British),(1879),(1976),(female),c. 1935,"Cut and pasted silver gelatin photographs and printed paper, gouache and pencil on board, plastic sheet, and metal staples","9 13/16 × 12 13/16"" (25 × 32.5 cm)","Gift of Jo Carole and Ronald S. Lauder, and Elise Jaffe + Jeffrey Brown",729.2022,Architecture,Architecture & Design,2022-11-07,Y,437921,https://www.moma.org/collection/works/437921,,,,,,24.9936499873,,,32.5120650241,,
Eileen E1027,Eileen Gray,2313,"(Anglo-Irish, 1879–1976)",(British),(1879),(1976),(female),c. 1935,Cut and pasted printed paper and metallic paper on gelatin silver photograph,"9 13/16 × 6 11/16"" (25 × 17 cm)","Gift of Jo Carole and Ronald S. Lauder, and Elise Jaffe + Jeffrey Brown",731.2022,Architecture,Architecture & Design,2022-11-07,Y,437923,https://www.moma.org/collection/works/437923,,,,,,24.9936499873,,,16.9926339853,,
T4-7 (Tempe a Pailla),Eileen Gray,2313,"(Anglo-Irish, 1879–1976)",(British),(1879),(1976),(female),c. 1935,"Cut and pasted silver gelatin photographs and printed paper, gouache and pencil on board, plastic sheet, and metal staples","9 13/16 × 12 13/16"" (25 × 32.5 cm)","Gift of Jo Carole and Ronald S. Lauder, and Elise Jaffe + Jeffrey Brown",728.2022,Architecture,Architecture & Design,2022-11-07,Y,437920,https://www.moma.org/collection/works/437920,,,,,,24.9936499873,,,32.5120650241,,
T4-6 (Bauhaus),Eileen Gray,2313,"(Anglo-Irish, 1879–1976)",(British),(1879),(1976),(female),c. 1930-1935,"Cut and pasted printed papers, metallic paper, gelatin silver photograph and colored plastic sheet, elastic cord, gouache and pencil on board,  plastic sheet, and metal staples","9 13/16 × 12 13/16"" (25 × 32.5 cm)","Gift of Jo Carole and Ronald S. Lauder, and Elise Jaffe + Jeffrey Brown",727.2022,Architecture,Architecture & Design,2022-11-07,Y,437919,https://www.moma.org/collection/works/437919,,,,,,24.9936499873,,,32.5120650241,,
T3-15 (Miss E. Gray),Eileen Gray,2313,"(Anglo-Irish, 1879–1976)",(British),(1879),(1976),(female),c. 1935,"Cut and pasted colored papers, printed paper, gelatin silver photograph, watercolor and pencil on board, plastic sheet, and metal staples","9 13/16 × 12 13/16"" (25 × 32.5 cm)","Gift of Jo Carole and Ronald S. Lauder, and Elise Jaffe + Jeffrey Brown",732.2022,Architecture,Architecture & Design,2022-11-07,Y,437924,https://www.moma.org/collection/works/437924,,,,,,24.9936499873,,,32.5120650241,,
